review,sentiment
"Despite Louis B. Mayer reportedly not being interested in signing the young Greta Garbo to a contract, this first American and MGM film for the actress looked quite beautiful. It's obvious that the film was assigned some amazing talent to film the production and make matte paintings, as it has all the nice polish and artfulness you'd expect from the best pictures the studio could produce. It simply looks beautiful--even 84 years later.<br /><br />As for Garbo herself, like her other very early American films she, too, looks different. While she's quite recognizable, her makeup is much softer than it would become just a year later--giving her a less severe look and a gentleness about her you just didn't see in subsequent films. I kind of wish they'd kept this look, but considering how famous she'd become with the trademark look, who am I to say they shouldn't have gone that route?! The film is about Garbo and how she and her family are unfairly forced off their land by the landlord. While the landlady, the much esteemed DoÃ±a Bernarda, claims it's because the bank has demanded payment, it's because her son has fallen for Garbo--and what better way to get rid of her than to force them out on the streets! Nice lady, huh?! Years pass and by now Garbo has become a new singing sensation who is world-famous. When she returns to her hometown years later, her old boyfriend (who HAD promised to marry her but wimped out when his mother, DoÃ±a Bernarda, refused to allow it) sees her. His new love for another lady is now tested--will he be content to marry this lady who is the heir to a huge pig fortune or will he want his old flame? And, more importantly, will Garbo even take him back after he behaved so spinelessly? In the meantime, a huge rainstorm hits. The land begins to flood and homes soon are being washed away by the deluge. Cortez and a friend make a mad dash as the dam breaks! In a scene where they obviously superimposed his row boat over the cascading stream, he eventually makes it out alive and to the home where Garbo is now staying. She welcomes them inside and they stay with her until the storm passes. Then, he admits that he still loves her and had braved the storm to make sure that she was safe. She tells him to get lost! Next, you see Ricardo about to get married to his second choice, the daughter of the Pork King. He obviously has little enthusiasm for this--and you feel sorry for the lady, as she did nothing wrong. Soon, Cortez is seen wandering back to Garbo's home--he's love-sick and needs her. In this scene, Garbo is quite luminous and can't tell him to leave--as they dissolve in each other's arms. Once again, he tells her of his love for her.<br /><br />When DoÃ±a Bernarda learns of this, she is not pleased. Evidently, a Pork Queen is a better catch than an internationally known singer. Because of the meddling of this nasty old lady, Garbo leaves--unwilling to come between the mother and her wimpy son. But, Cortez comes running--announcing he MUST have her and won't rest until he has her as his wife. Moments after making this proclamation, a family friend talks to Cortez and convinces him to give her up for the good of his career and reputation. So much for ""won't rest until he has her for his wife"", huh?! Despite Cortez being a wimp through and through, for some reason she cannot bring herself to hate him. And so, he marries the Pork Queen and lives a very dull life. When years later Garbo meets Cortez again, he is a dull looking middle-aged man--while she is as beautiful as ever. And, not surprisingly, she tells him, once again, to get lost.<br /><br />At the time this film was made, Garbo was not a star in the US and Cortez was. So, in light of this, it's surprising they gave Cortez such an unlikable character to play. Instead of the usual confident Valentino-like role they'd been giving him, here he is an indecisive wimp--a HUGE wimp. And, from here on, his career was on a slow downward spiral. As for Garbo, the role helped establish her as a big star--as she was THE focus of the film and played a character much like her later personas.<br /><br />As for the film, the new music composed for it was very nice, though a tad repetitive. The print, oddly, was nearly perfect throughout except for the intertitle cards--which could use some restoration.<br /><br />A most enjoyable film--expertly constructed, wistful and worth seeing. And, for one of the few times I can think of it, I have no real complaints in this excellent film.",1
"The Last Hunt is one of the few westerns ever made to deal with Buffalo hunting, both as a sport and business and as a method of winning the plains Indian wars. Before the white man set foot on the other side of the Mississippi, the plains used to have herds of American Bison as large as some of our largest cities. By the time of the period The Last Hunt is set in, the buffalo had been all but wiped out. The 20th century, due to the efforts of conservationists, saw a revival in population of the species, but not hardly like it once was.<br /><br />Robert Taylor and Stewart Granger are co-starring in a second film together and this one is far superior to All the Brothers Were Valiant. Here Stewart Granger is the good guy, a world weary buffalo hunter, who has to go back to a job he hates because of financial considerations.<br /><br />The partner he's chosen to throw in with is Robert Taylor. Forgetting Taylor for the moment, I doubt if there's ever been a meaner, nastier soul than Charlie Gilsen who Taylor portrays. In Devil's Doorway he was an American Indian fighting against the prejudice stirred up by a racist played by Louis Calhern. In The Last Hunt, he's the racist here. He kills both buffalo and Indians for pure pleasure. He kills one Indian family when they steal his mules and takes the widow of one captive. Like some barbarian conqueror he expects the pleasure of Debra Paget's sexual favors. He's actually mad when Paget doesn't see it that way.<br /><br />No matter how often they refer to Russ Tamblyn as a halfbreed, I was never really convinced he was any part Indian. It's the only weakness I found in The Last Hunt.<br /><br />However Lloyd Nolan, the grizzled old buffalo skinner Taylor and Granger bring along is just great. Nolan steals every scene he's in with the cast. <br /><br />For those who like their westerns real, who want to see a side of Robert Taylor never seen on screen, and who don't like cheap heroics, The Last Hunt is the ideal hunt.",1
"Obviously, there wasn't a huge budget for this film which definitely hindered the production. But the story and ending were so brutal that they made up for a lot. I mean brutal on the level of Ju Dou and other (great) Chinese films. I first saw this when I was 14 years old, I ran home and begged God to forgive me for everything...",1
"Three sergeants in the British army stationed in India, are sent out to stop an uprising of a tribe of murderers known as the Thuggees. One of the sergeants, Cutter, leads away from the camp in search of a golden temple and is captured by the Thuggees lead by the sinister Guru. Gunga Din, the regiment's water boy, goes back to the camp for help and the other two sergeants go after him, but are also captured. Now the major sends a full detail out after the three, but do not realize that they are walking into a trap set by the Thugees. It is though, Gunga Din who saves the day. Excellently made buddy film, even though it is today politically incorrect. Grant, McLaglen, and Fairbanks do give very humorous and thrilling performances with Jaffe very well in the title role and Cianelli very sinister as Guru. Rating- 10 out of 10.",1
"This movie is so aggrivating. The main character looks like he's 35 and I've seen scrawny beanpoles with more balls than this guy. The plot twists are so predictable its not even worth watching for the humor factor.<br /><br />Also some of the worst dialogue I've heard in 3 years, ""lets go find a small animal to torture"".<br /><br />Ugh.....I can't even continue, don't watch this pile of garbage, it was made in 8 days.<br /><br />The one highlight is the drunk dude calling the main character a faggot for drawing pictures.<br /><br />2 out of 10, unwatchable",0
"""Death Bed:The Bed That Eats"" is a supremely bizarre horror film that truly has to be seen to be believed.There is an ancient four-poster bed that just loves to eat humans and it does so anytime it can lure anyone to lie upon it.There is also a long-dead artist,imprisoned behind one of his paintings,who provides a voice-over narration.George Barry's the first and only one film offers some truly surreal moments such as the bed absorbing its victims in a mysterious sea of yellow foam and liquid.The atmosphere is dreamy and there is only a little bit of gore,unfortunately the premise is rather silly and the acting is amateurish.Still as fan of unusual cinema I enjoyed this low-budget oddity.Give it a chance.8 out of 10.",1
"Perhaps I missed the meeting when the meaning of ""B-movie"" was explained, but what I just saw was ridiculous. You want a good synopsis of this movie? Take Aliens, replace the xenomorphs with vampires, then remove everything that was good about it, and that's pretty much it.<br /><br />5 minutes into the movie, the ""V-SAN squad"" (that's the dumbest acronym I've ever heard) checks out a ""base"" thats been massacred by vampires and then they climb down (DOWN? What?) a ladder obviously attached to a billboard with an obvious present day train in the background. When is this supposed to take place? 2210. Okay...(hold on, I'll get back to that)<br /><br />Yeah. the characters. Wow, well there's the token lesbian Asian chick, the redneck cowboy wannabe, the weathered captain, the goth vampire/Hot Topic part-time cashier, and the wussy noob second in command. All of them are played by their respective actors with the same lack of ambition. It almost pained me to see Micheal Ironside in this flick. Isn't he getting enough money being the voice of Sam Fisher in Splinter Cell? Pretty much the only thing original about Vampire Wars is about how bad it is.<br /><br />Watching this afterbirth of a film, the only amusement I got was from the feeble attempts at set-making. Since when does taping PCI computer cards on a wall count as a ready room on a starship? The money required to do this film could have been put to much more better use.",0
"How can someone NOT like this movie??? This movie is so good, that the first week I saw it on the shelf at the video store it was stolen....BEST Horror Movie Ever!!!....I mean he took the Carrot and he...well you know HAHAHA..How is that NOT funny? The only movie that comes close to touching this is Bride of Chucky and that was just great!!",1
"As a longtime admirer of the 2001 film ""Moulin Rouge"" and a more recent admirer of Jean Renoir's film-making, I knew that I'd inevitably watch his ""French Cancan"" sooner or later. The movie tells a fictionalized story of the opening of the Moulin Rouge nightclub. The impresario Danglard (Jean Gabin) tries to turn Montmartre laundress Nini (FranÃ§oise Arnoul) into a cancan star, without arousing the wrath of his tempestuous mistress, the belly-dancing Lola (Maria Felix). This is just one of several love triangles in ""French Cancan""--true to stereotype, these French showbiz folk are always falling in love.<br /><br />Renoir directs with his typical gentle humor and attention to supporting characters, and also wrote the lyrics to a beautiful waltz song prominently featured in the movie. Gabin perfectly incarnates the aging French playboy hero. Arnoul is a cute redhead who holds her own in the dance numbers, except for a few trick shots where a double is obviously used.<br /><br />""French Cancan"" is billed as a musical comedy and while there are lots of musical numbers that take place on the nightclub stage, etc., only one character, Casimir, ever breaks into song in the middle of conversation. The actor who plays him, Philippe Clay, is fun to watch--a really tall, skinny young man who sings, dances, and does contortions.<br /><br />The movie ends with a long cancan sequence, as all the characters learn to triumph over their problems and make art together. The dancing is much more brightly lit and coherently edited than in ""Moulin Rouge""; in fact, if I have one complaint about ""French Cancan,"" it's that the whole thing is a little too Technicolor. Even when Nini experiences heartbreak or someone sings a melancholy song, the lighting is bright and flat, no shadows intruding. Yes, the result is a cheerful and warmhearted musical comedy; it's just that I can't help thinking that things weren't ever this colorful and innocent in real life.",1
"After having seen Deliverance, movies like Pulp Fiction don't seem so extreme. Maybe by today's blood and bullets standards it doesn't seem so edgy, but if you think that this was 1972 and that the movie has a truly sinister core then it makes you think differently.<br /><br />When I started watching this movie nothing really seemed unusual until I got to the ""Dueling Banjos"" scene. In that scene the brutality and edge of this film is truly visible. As I watched Drew(Ronny Cox,Robocop)go head to head with a seemingly retarted young boy it really shows how edgy this movies can get. When you think that the kid has a small banjo, which he could of probably made by hand, compared to Drew's nice expensive guitar, you really figure out just how out of their territory the four men are.<br /><br />As the plot goes it's very believable and never stretches past its limits. But what really distinguishes this film, about four business men who get more than they bargained for on a canoe trip, is that director John Boorman(Excalibur) breaks all the characters away from plain caricatures or stereotypes. So as the movie goes into full horror and suspense I really cared about all four men and what would happen to them.<br /><br />The acting is universally excellent. With Jon Voight(Midnight Cowboy, Enemy of the State) and Burt Reynolds(Boogie Nights, Striptease) leading the great cast. Jon Voight does probably the hardest thing of all in this film and that is making his transformation from family man to warrior very believable. Unlike Reynolds whose character is a warrior from the start, Voight's character transforms over the course of the movie. Ned Beatty(Life) is also good in an extremely hard role, come on getting raped by a hillbilly, while Ronny Cox turns in a believable performance.<br /><br />One thing that really made this movies powerful for me is that the villains were as terrifying as any I had ever seen. Bill Mckinney and Herbert ""Cowboy"" Coward were excellent and extremely frightening as the hillbilly's.<br /><br />Overall Deliverance was excellent and I suggest it to anyone, except for people with weak stomachs and kids. 10/10. See this movie.",1
"It doesn't surprise me that the makers of this hopeless movie couldn't find a UK distributor, and then had to release it as a free DVD with a Sunday newspaper. The distributors could clearly see what the film-makers and the Sunday newspaper couldn't, that this was one movie that just wasn't going to recoup its costs.<br /><br />Since it's a thriller about riddles, it would have helped if they'd picked a lead actor who could enunciate properly, rather than the mumbling Vinnie Jones who appears to pronounce ""riddle"" as ""riell"". And it would have helped if the dialogue hadn't been swamped by noisy locations or scenes flooded with distracting and inappropriate music. The plot is ludicrous: The lost Charles Dickens story supposedly helps our hero solve a series of modern murders, but so would a copy of Herge's Adventures Of Tintin, since the link between Dickens and Jones is more non-existent than tenuous. And we have the ridiculous premise that a would-be investigative journalist who lays his hands on a previously undiscovered Dickens manuscript, would take several days to read it, just so that flashbacks to Dickens can continue to be played throughout the movie, as if they had some connection to it. Which they don't. I mean, if you found a new Dickens manuscript, wouldn't you just go somewhere quiet and read it ? The film ends with one of those surprise revelations that have become mandatory since The Sixth Sense, but in this case it doesn't so much surprise you as insult your intelligence. If the film is suddenly going to turn supernatural at the twelfth hour, then revealing that Vinnie Jones is a robot might have been more acceptable. It might not have seemed so turgid if the film had been stylish, but it isn't. And in several places it appears decidedly amateur: There's a scene where a table is laid with a 60's jump-cut technique, but they haven't made sure that the person actually laying the table is completely out of frame between the cuts. Consequently, you can see things changing at the edge of frame, when you're really supposed to be watching things changing at the centre of frame. A good rule in movie-making is: If you don't understand how to do a technique then try something else.<br /><br />The real riddle is why anyone thought it would be a good idea to make this movie in the first place.",0
"The sects that capitalise on this film are well known for their claim to take the 'message' of the bible without any alteration or extra-biblical influence. The existence of this film is solely due to the fact that there is no such thing.<br /><br />If you want to know what the born-again branch of Christianity were harping on about in the seventies just look up the word 'rapture' in a dictionary of cults and sects. It's quicker than sitting through this waste of celluloid.<br /><br />Poor acting, uneven sound quality and a script that could just as easily have been written by Jack T Chick (paranoid Christian conspiracy theorist for those not familiar with the Evangelical scene). You could not really put this into the 'so bad it's good' category so its only audience are either those with a pamphlet collection looking to branch out or the extremely paranoid.",0
"What a waste. John Travolta and Scarlett Johansen deserved better than this. To start at the beginning, JT was horribly miscast in the lead here. The role called for someone who could convince as a broken-down anti-hero, someone who could look haunted and defeated. Billy Bob Thornton would have fit the bill, or even Al Pacino, but JT is just too alive, and looks to be having too much fun. Also, surely someone who has been through the mill to the extent JT's character had would have suffered some physical effects? The character presented to the audience looked as if he could start as tight end for the Oakland Raiders. Scarlett faired little better role-wise. Where was the pain and conflict of what should surely have been troubling development? And as for the ""plot"" ... well, none of it makes sense. The characters leap from one frame of mind to another seemingly without cause - and certainly without explanation. The pace of the film also leaves something to be desired, namely, pace. This is a very slow film, not that I have anything against slow films, as long as they are heading somewhere. The pace only picks up towards the very end, when it shifts from a slow dirge to a frantic race to pack in as many tired clichÃ©s as possible. In this it succeeds - the only thing missing being something involving a small dog. 3 out of 10 for this one purely for Gabriel Macht's performance - he was the only member of the cast who was a) well cast and b) able to convince in his role. All in all, a terrible disappointment and a real waste of a couple of hours.",0
"I remember this film,it was the first film i had watched at the cinema the picture was dark in places i was very nervous it was back in 74/75 my Dad took me my brother & sister to Newbury cinema in Newbury Berkshire England. I recall the tigers and the lots of snow in the film also the appearance of Grizzly Adams actor Dan Haggery i think one of the tigers gets shot and dies. If anyone knows where to find this on DVD etc please let me know.The cinema now has been turned in a fitness club which is a very big shame as the nearest cinema now is 20 miles away, would love to hear from others who have seen this film or any other like it.",1
"All the other comments already said what I was going to say, here goes anyway. I thought this was Italian at first, sorry about that, Italy. I wasn't bored because I kept waiting for something to happen. Who did that song about Dr. Tarr and Professor Feather way back when? Was it Alan Parsons? Saw this on a Brentwood 10 pack and the quality was as expected, terrible. Full of streaks and stuff. The movie was an incoherent mess. Goofy music and clueless characters. The main guy should have known in the first minute that the doctor was nuttier than the patients. I thought the ""doctor"" directing the ""battle"" scene was never going to end. Had some good looking babes though. It seems these dumb ass movies always throw in a naked chick or two and that gets you hooked. I gave it a 2 for the nekkid women. That bird people dance made me want to pull out my own eyeballs. Poe probably did about 3,000 rpms in his grave when this thing came out because it was loosely based on a story of his.",0
"End of Days is one of the worst big-budget action movies I've ever seen. Muddling direction, meandering script loaded with lame dialogues and gaping plot holes, rapid-fire MTV-style editing and poor acting all the way.<br /><br />That's not to say End of Days isn't watchable. The movie kept me interested because I found Ah-nuld's latest action flick laughably stupid for being so inept and silly when it comes to logic. Without the sense of logic the movie dies quicker, which is why End of Days deserved a huge drop of box office reception in its second week after the opening in the U.S.<br /><br />I won't go into the details explaining why End of Days violates the law of movie logic, but here are several problems with this movie:<br /><br />(SPOILER)<br /><br />After the Devil walks out, the restaurant explodes without any trace as to how he did it. No snapping finger, no tampered energy gas to ignite the fire, nothing. How could this happen?<br /><br />Arnold and his annoying sidekick Kevin Pollack somehow magically comes up with the name ""Christine York"" after examining the phrase ""Christ in New York"" carved on a victim's body, runs the database on the computer and, viola, Christine York, the only person with the exact name in all of New York City! Beyond my suspension of disbelief. <br /><br />How did the characters who have come in contact with Arnold's character turn against him later in the movie? I laughed out loud when I recognized the good-stepmother-turned-evil-stepmother is the same actress who played a nanny in William Shakespeare's Romeo + Juliet. Her ironic transition from that film to this was absolutely hilarious if you can imagine.<br /><br />All the mindlessly huge explosions and gunfires. What did you expect in the Arnold Schwarzenegger vehicle?<br /><br />The Devil took a man's body comprising of flesh and blood, yet he's invisible to bullets and explosions by healing through that body. Logically, this is impossible.<br /><br />As the Devil demostrates the illusion in the apartment, Arnold's character runs into the solid Christmas tree that supposedly is an illusion and *falls on it* physically.<br /><br />The Devil is capable of punching the person's brains out and twisting a victim's head 180 degree, yet he could not kill Arnold's character as he always intends to.<br /><br />How the Devil's object of desire's parents died and why evil New Yorkers run after Arnold and the object of desire were never explained at all.<br /><br />In the sequence that's a rip-off of Speed, Arnold and the Devil's object of desire manage to escape the subway train wreck by the short distance inside unscathed. This is beyond my comprehension, since the force would be enough to throw Arnold and the object of desire around violently and die from fatal wounds seconds after impact.<br /><br />Arnold suffers the brutal beating from the mob sanctioned by the Devil and put him on the cross to hang against the wall, yet the Devil forgot to take the time and opportunity to kill him for convenience's sake.<br /><br />At the beginning of the movie, after the Devil took over a man's body, all of a sudden Arnold is his bodyguard??? Is this a coincidence or just an example of bad editing?<br /><br />Arnold's recital of cringe-inducing dialogues in the particularly laughable scenes like ""YOU ARE A CHOIRBOY COMPARED TO ME!"" are the perfect fodder for MST3K, just as Eraser did with the classic line ""You're the luggage!"".<br /><br />The whole theory about 666/1999 is downright ludicrous. So are the pseudo-religious babble about the Christian theology involving the end of the world at precisely midnight and the fanatic killers who know the location of the Devil's object of desire. <br /><br />(END SPOILERS)<br /><br />It is highly ironic that End of Days uses the scattered profanities abusing the deity while rambling about Christian theories. The level of violence in the film is excessive and gruesome, and is therefore unnecessary to serve the plot. The director's indulgence of excess is a factor here. He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.<br /><br />Hence, End of Days is a worthless film with no redeeming value except for campiness -- Arnold's worst since Hercules in New York. <br /><br /> <br /><br /> <br /><br /> <br /><br /> <br /><br />",0
"THE WATERDANCE (1991) The main character of The Waterdance, played by Eric Stoltz, finds himself in a rehab center with some others similarly injured. And there he must face an harsh new life, confined to a wheelchair. It's an interesting, and promising premise, but unfortunately, it fails to deploy. What ensues instead is largely Hollywood schmaltz, with some interesting moments. Certainly the cast (Eric Stoltz, William Forsythe, Wesley Snipes, et al) is brilliant, and perform well here as one would expect, but their talents are wasted. The characters are mainly stereotypes of one kind or another, and most of them are thoroughly unlikeable (the Snipes character being the exception). I suppose this is some kind of attempt to break through people's ideas about the handicapped being ""crippled"" or ""weak"", by depicting them, for the most part, as in-your-face pricks, but it makes for an entirely annoying experience. Admittedly it will show you something of what those with permanent disabilities go through, in a way that is not softened or romanticized, which is useful, and a good idea, but while the process being depicted can make one a difficult person to get along with, and that's worth dealing with, it is not part and parcel to that that these characters must be, to varying degrees, despicable. They wouldn't have to be Disneyfied, either; surely there's a middle ground somewhere. By the film's conclusion, the Eric Stoltz character has come to accept his status as a handicapped person, but since he is such a flaming narcissistic monster from the beginning of the film to the end, we couldn't care less. <br /><br />In addition to its character problems, the film suffers from that weird syndrome that so many Hollywood movies suffer from; the syndrome doesn't really have an official name, but you might call it ""Inexplicable Forgiveness Syndrome"". It goes something like this: characters abuse the crap out of each other, and then without so much as an apology, all is forgiven (an especially obnoxious example of this is in the movie The Breakfast Club, in which one character spends most of the film verbally bullying everybody within earshot; as a resultÂ…they love him. In one of the the latest examples, Spiderman 3, supervillain The Sandman lays waste to a chunk of Manhattan, then wails on Spiderman for what seems like about 15 monotonous minutes before being waved off with what amounts to ""bye, now""). The most egregious example of IFS in The Waterdance is a sequence in which, after being called the n-word by William Forsythe's racist biker character and his friends in the previous scene, the Wesley Snipes character whoops it up with the same Forsythe character in the next scene, as if nothing had just happened just a short time hence. Again, without so much as an ""Oh yeah, sorry about that business back there where I, you know, called you the n-word"". It makes me wonder, do these people actually watch these movies before they release them, or do they just film them with their eyes closed, kind of slap them together in the editing room according to scene number, and call it a day's work?",0
"The fact that this film was distributed free with a certain national newspaper which I do not care for did, to a degree, put me off of watching it, but as I had come across a copy that a local charity shop was giving away for nothing I felt I could watch it with a clear conscience.<br /><br />The film does have its moments, the evocation of the Thameside location is nicely done, but it does suffer, I feel, from a few too many faults. Firstly, Vinnie Jones is simply not convincing as the journalist. Whilst Vinnie himself is an interesting character, the truth is that he simply does not have the range of acting ability to pull off a role like this.<br /><br />Secondly, who would carry around with them a lost manuscript that they have been informed is ""priceless""? It seemed that everywhere Mr Jones went this manuscript went with him! Thirdly, the whole Dickens aspect of the story, whilst appearing to be important, gets in the way of what could have been an interesting film of corruption in high places. Maybe I'm just a bit thick, but I really could not see the point of the story-within-a-story Dickens style. This added nothing to the film, and only served to confuse matters when things started to become interesting within the modern day story line.<br /><br />The one bit of praise I will give the film makers is that at least they did attempt something a little different. I am all for British Independent films that try to be 'out of left field', but this is not a 'Red Road' or 'This is England'. What it is is a bit of a mess, and an over-long one at that. Yes, it entertains in part, but in the end it felt like two films merged together to make a whole, and failing both by doing so. (Also, I can not help think that I have seen something similar done recently on TV by Ian Banks, set in Edinburgh with a story concerning Sir Arthur Conan Doyle, the creator of Sherlock Holmes).",0
"And also a wonderful beginning, a real quick start. It keeps you yearning and waiting for is about to come. Unfortunately the high adrenaline dries off quickly, but most certainly after half the movie is over.<br /><br />And it's a shame, because this movie has really good ideas and explores many of them thoroughly. But that is also one of it's faults. By exploring too many things, it get's mixed up into to many things, so in the end you're too confused to follow any plot or characters. It's very dark and moody, but that doesn't help much, if it's also genre hopping just to try to fit any- and everything in it's story!",0
"I stopped watching this film half way through. It was just terrible! Boring, contrived subplots. A complete lack of the pathos seen in Norman Bates, Buffalo Bill, or Steve Railsback's portrayal of Ed Gein. A movie doesn't have to be historically accurate, but the true story of Ed Gein is so much more interesting than this third-rate melodrama that was completely made up for no good reason! Ed Gein as portrayed by Kane Hodder is a cartoon sadist. The attempts to show the trauma inflicted on him by his mother are just weak exercises in recycled style. And this movie wanted to be stylish, but it even screwed that up. Fortunately, there is a better film of this story. 2001's Ed Gein told the story efficiently, and offered a few real chills as we watched a sick man not in control of himself. Steve Railsback, who played Ed Gein that time, was already famous for memorably portraying another famous serial killer: Charles Manson. His Ed had pathos. His film is the one to see. Avoid this mess.",0
"This movie is about three teens who have been best friends for the longest time, and go on the most messed up ride of their life. When Heroine becomes the choice drug in their town, these three teens find themselves wrapped up in it all. This movie portrays heroine addiction very well, and is something you can't stop watching. MTV has never been the best at doing made for tv movies, but this one has to much good content to not watch it. I enjoyed this film, at the beginning I thought it would be the worst movie I've seen, but then as it went on it got better, and I couldn't turn away.",1
"Well, I have to disagree with Leonard Maltin on this animated short. He loves it and claimed it was hilarious. I enjoyed it but didn't see any humor. He doesn't even like hockey or know anything about it, and still loved the story. Living right across the border from Canada, I have watched hockey for 50 years both there and in Buffalo....but I didn't think much of this cartoon. Oh, it was interesting and I know what would happen if you wore a Toronto jersey up in the Quebec area - disaster! That especially holds true in the glory years of Les Canadians. However, that doesn't make the story funny. <br /><br />Back in the 1950s, everyone in the Quebec provinces idolized the Montreal Canadians and their star player, Maurice Richard, and everyone wanted to be like him. When his mother orders a new sweater, it has the Toronto Maple Leafs emblem on it, so the kid doesn't want to be caught dead wearing it.. When he finally does and heads to the local rink, he gets ostracized from the rest of his hockey buddies. What's so funny about that? I could see the same thing happening to a kid in Boston who is Red Sox die-hard and his mom gets him Yankees shirt! Horrors! You couldn't wear it, and vice-versa.<br /><br />Maybe to someone who doesn't follow sports at all, like Maltin, this situation seems odd and humorous to him...but it's a fact of life or any bit-time sports fan and his favorite team. It was an interesting story, and totally believable, but nothing that made me laugh.<br /><br />The art was fun to look at throughout, almost like looking at a long series of crayon paintings done by a talented school kid. The French Canadian accent was good, too. This movie was part of the DVD ""Leonard Maltin's Animation Favorites From The National Film Board Of Canada.",1
"The acting may be okay, the more u watch this movie, the more u wish you weren't, this movie is so horrible, that if I could get a hold of every copy, I would burn them all and not look back, this movie is terrible!!",0
"It is an extremely difficult film to watch, particularly as it targets the innermost core of all of our lives. But ultimately it is a very beautiful and deeply moving film. Any person who finds it cynical I have to say that they must have greatly missed the point of the film's entire message. For those who actually watch the film, they will see that the way the issues are dealt with is absolutely necessary, and the outcome is ultimately uplifting. Sure, it's very hard to watch, a difficult subject matter and even brutal. Yet it's extremely relevant to society and everybody. It shows the peak of what world cinema is doing at the moment (I will not restrict that term to just France) and everyone should try to see it. I will say that it is best to go in with a clear head without being swayed by conflicting views, and just let the film work for you.",1
"If you're familiar with the work of auteur Johnny To and his band of filmmaking cronies over at Milky Way, you know what to expect with this latest production. All the familiar elements are in place: the strong camaraderie between two characters: usually a cop and a baddie, the coincidences and chances that turn on a dime and pay off handsomely in the end, and the humor that arises even in the most dire of situations.<br /><br />Andy Lau plays a man who has 72 hours to live and decides to rob an insurance company. Lau Ching-Wan (also brilliant in other Milky Way films like ""Longest Nite,"" ""A Hero Never Dies,"" and ""Where A Good Man Goes"") portrays a hostage negotiator/cop who is on the robber's tail, even as the robber sets up a series of tricks and clues that he must follow in order to get his man.<br /><br />Funny, poignant, and cool while being subtle, ""Running"" is actually one of the most entertaining Milky Way films to date. Don't miss the performances by the two leads, esp. Andy Lau, usually considered an average actor who has rarely been this natural and fun to watch. This film is one to go out of your way to see.",1
"I thought that this movies was a letdown I expected it to be so much better than it was. I am so glad I didn't pay to see this movie and that I didn't sit in a movie theater for this one. Where to begin on this movie, the acting in this movie was average, the humor was terrible and just the overall storyline of this movie wasn't special. I thought that this movie was suppose to be great, but it wasn't more than a cheesy waste of time. I think that the acting in this movie was terrible no of the actors in this movie had chemistry, it just wasn't there. I think that if maybe we had a different actor play Kirk than Jay Baruchel it might have been better but the entire time I watched this movie he looked high and I didn't get the feeling that he wasn't acting in this movie. Now, Alice Eve did a great job as an actress but, there was no chemistry between her and Jay. All the actors in this movie were no names and had very little affect in this movie. The humor in this movie was not funny at all, there were a few one liners in this movie that were OK but nothing worth saying to your friends that they would understand. I think that Jim Field Smith had a hard time with this because he couldn't decide if he wanted a romance or a comedy. I honestly think he needs to stick with the Burger King commercials. I think that this movie could have been better if the writers would have gone to a different director. The storyline of this movie is just like every other hot girl just OK guy love storyÂ…boring I think that it would have been better if it had more originality, but what a letdown nothing. I honesty would not recommend anyone go see this movie. I think that you would have more entertainment at the dentist than at this movie. So save yourself the agony and just don't see it.",0
"This is a movie about how men think women think about love. No woman describes a one-night sexual encounter and declares it a love story.<br /><br />Of the ten monologues I felt only three really had any kind of truth ring through them. I kept waiting for the film to get better, and it did a bit, but never better enough.<br /><br />This is an interesting concept, and I kept wanting it to be good, but it never succeeded. Maybe if they actually WERE love stories it would have worked.",0
I love playing football and I thought this movie was great because it contained a lot of football in it. This was a good Hollywood/bollywood film and I am glad it won 17 awards. Parminder Nagra and Kiera Knightley were good and so was Archie Punjabi. Jonathon Rheyes Meyers was great at playing the coach. Jazz (Parminder Nagra) loves playing football but her parents want her to learn how to cook an want her to get married. When Jazz starts playing for a football team secretly she meets Juliet (Kiera Knightlety) and Joe (Jonathon Rhyes Meyers) who is her coach. When her parents find out trouble strikes but her dad lets her play the big match on her sisters Pinky (Archie Punjabi's) wedding. At the end her parents realise how much she loves football and let her go abroad to play.,1
"I am currently doing film studies at A.S level and ""this is not a love song"" is a film we watched and in my opinion it is a film with a very simple storyline but a complex back-story. If you scratch the surface you will find a thriller-chase film of two men running through the countryside from farmers, after committing a murder:-""sounds quite exiting"".<br /><br />However you need to dig deeper to uncover the true feeling of the true genre. As it is suggested, it is a love story between two homosexual lovers, filled with trust, deceit and betrayal. We are not told about this ""love"" directly through the film but the events that happen through out, for example the way Heaton acts towards Spike almost screams this untouched love affair in our faces.<br /><br />Overall this film is a good example of why British films should not be dismissed as ""rubbish"" just because they are done on a low budget.<br /><br />A Good film with an intricate story line, however it is definitely an acquired taste and is possibly not suitable for the average fan of Hollywood blockbusters.",1
"Sophia Loren plays Aida, in one of the worst films of all time. She can't lipsync. In terms of production values, the film is so bad, that at one point, while Loren is mouthing ""O Patria Mia,"" she leans onto what looks to be a stone wall for support, and the canvas set billows and shakes.",0
